release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
Scream,137743924.0,81641405.0,0.593,56102519.0,0.40700000000000003,2022
Death on the Nile,137307235.0,45630104.0,0.332,91677131.0,0.6679999999999999,2022
Suzume,133473196.0,10932037.0,0.08199999999999999,122541159.0,0.9179999999999999,2022
A Man Called Otto,113359847.0,64267657.0,0.5670000000000001,49092190.0,0.433,2022
"Lyle, Lyle, Crocodile",111080122.0,46888441.0,0.42200000000000004,64191681.0,0.578,2022
Halloween Ends,104374176.0,64079860.0,0.614,40294316.0,0.386,2022
The Roundup,101166707.0,812859.0,0.008,100353848.0,0.992,2022
The Woman King,97562514.0,67328130.0,0.69,30234384.0,0.31,2022
Downton Abbey: A New Era,92651384.0,44141550.0,0.47600000000000003,48509834.0,0.524,2022
K.G.F: Chapter 2,89123940.0,2874000.0,0.032,86249940.0,0.968,2022
Don't Worry Darling,87609403.0,45309403.0,0.517,42300000.0,0.483,2022
Dragon Ball Super: Super Hero,86562140.0,38112140.0,0.44,48450000.0,0.56,2022
Dog,84550282.0,61778069.0,0.731,22772213.0,0.26899999999999996,2022
Jackass Forever,80563999.0,57743451.0,0.7170000000000001,22820548.0,0.28300000000000003,2022
The Menu,79628200.0,38501125.0,0.484,41127075.0,0.516,2022
Chebi: My Fluffy Friend,77609926.0,0.0,0.0,77609926.0,1.0,2022
Avatar 2022 Re0release,76012917.0,24714024.0,0.325,51298893.0,0.675,2022
Violent Night,76004405.0,50057405.0,0.659,25947000.0,0.341,2022
Strange World,73621640.0,37968963.0,0.516,35652677.0,0.484,2022
Detective Conan: The Bride of Halloween,72699093.0,0.0,0.0,72699093.0,1.0,2022
The Northman,69633110.0,34233110.0,0.49200000000000005,35400000.0,0.508,2022
Moonfall,67319703.0,19060660.0,0.28300000000000003,48234703.0,0.7170000000000001,2022
Babylon,63562440.0,15351455.0,0.242,48210985.0,0.758,2022
Whitney Houston: I Wanna Dance with Somebody,59806881.0,23708080.0,0.396,36098801.0,0.604,2022
Beast,59095809.0,31846530.0,0.539,27249279.0,0.461,2022
The Whale,57615635.0,17463630.0,0.303,39563064.0,0.687,2022
Hansan: Rising Dragon,57490985.0,865888.0,0.015,56625097.0,0.985,2022
Confidential Assignment 2: International,54486330.0,0.0,0.0,54486330.0,1.0,2022
Ambulance,52303589.0,22781115.0,0.436,29522474.0,0.564,2022
Marry Me,50541093.0,22438180.0,0.444,28102913.0,0.556,2022
Brahmastra Part One: Shiva,50164785.0,7839108.0,0.156,42325677.0,0.8440000000000001,2022
The Banshees of Inisherin,49262687.0,10582266.0,0.215,38680421.0,0.785,2022
The Fabelmans,45647323.0,17348945.0,0.38,28298378.0,0.62,2022
Barbarian,45352337.0,40842944.0,0.9009999999999999,4509393.0,0.099,2022
Prey for the Devil,44658929.0,19802293.0,0.44299999999999995,24856636.0,0.557,2022
Paws of Fury: The Legend of Hank,42439184.0,17811382.0,0.42,24627802.0,0.58,2022
The Invitation,38036130.0,25100080.0,0.66,12936050.0,0.34,2022
Orphan: First Kill,37083743.0,5413227.0,0.146,31670516.0,0.8540000000000001,2022
Matilda: The Musical,35617120.0,0.0,0.0,35617120.0,1.0,2022
Kingdom 2: Far and Away,34963395.0,0.0,0.0,34963395.0,1.0,2022
The Bob's Burgers Movie,34148750.0,31933830.0,0.935,2214920.0,0.065,2022
Hunt,33821338.0,25994.0,0.0,33795344.0,0.9990000000000001,2022
Tad the Lost Explorer and the Emerald Tablet,32849430.0,67599.0,0.002,32781831.0,0.998,2022
BTS Permission to Dance on Stage 0 Seoul: Live Viewing,32600000.0,6840000.0,0.21,25760000.0,0.79,2022
Shin Ultraman,32137136.0,601490.0,0.019,31535646.0,0.981,2022
Amsterdam,31245810.0,14947969.0,0.478,16297841.0,0.522,2022
Mrs. Harris Goes to Paris,31042050.0,10433915.0,0.336,20608135.0,0.664,2022
Vikram,29837637.0,1770000.0,0.059000000000000004,28067637.0,0.941,2022
The Unbearable Weight of Massive Talent,29116320.0,20300157.0,0.6970000000000001,8816163.0,0.303,2022
Tár,29048571.0,6773650.0,0.233,22274921.0,0.767,2022
Serial (Bad) Weddings 3,27832384.0,0.0,0.0,27832384.0,1.0,2022
The 355,27827745.0,14570455.0,0.524,13257290.0,0.47600000000000003,2022
The Last 10 Years,26729106.0,0.0,0.0,26729106.0,1.0,2022
The Night Owl,26719364.0,0.0,0.0,26719364.0,1.0,2022
Triangle of Sadness,26214659.0,4608096.0,0.17600000000000002,21606563.0,0.8240000000000001,2022
Calendar Girls,25433615.0,0.0,0.0,25433615.0,1.0,2022
The Kashmir Files,24821898.0,1485000.0,0.06,23336898.0,0.94,2022
Hero,24392492.0,0.0,0.0,24392492.0,1.0,2022
The Confidence Man JP: Episode of the Hero,23214581.0,0.0,0.0,23214581.0,1.0,2022
The Witch: Part 2 0 The Other One,23068596.0,143723.0,0.006,22924873.0,0.9940000000000001,2022
###############################################################################################################################################################################################################################################################,22263336.0,0.0,0.0,22263336.0,1.0,2022
Doraemon the Movie: Nobita's Little Star Wars 2021,22044058.0,0.0,0.0,22044058.0,1.0,2022
Decision to Leave,22026067.0,2179864.0,0.099,19846203.0,0.9009999999999999,2022
See How They Run,21966634.0,9586237.0,0.436,12380397.0,0.564,2022
Ponniyin Selvan: Part I,21888295.0,4282000.0,0.196,17606295.0,0.804,2022
Devotion,21768133.0,20511938.0,0.9420000000000001,1256195.0,0.057999999999999996,2022
Silent Parade,21723595.0,0.0,0.0,21723595.0,1.0,2022
Father Stu,21592379.0,20884796.0,0.9670000000000001,707583.0,0.033,2022
Turning Red,21521622.0,1399001.0,0.065,20122621.0,0.935,2022
Emergency Declaration,21400327.0,412196.0,0.019,20988131.0,0.981,2022
The Amazing Maurice,21134768.0,4303645.0,0.204,16831123.0,0.7959999999999999,2022
Monster,20655998.0,434585.0,0.021,20221413.0,0.9790000000000001,2022
Crayon Shin0chan: Mononoke Ninja Chinpuden,20617005.0,0.0,0.0,20617005.0,1.0,2022
Three Thousand Years of Longing,20282422.0,8286741.0,0.409,11995681.0,0.591,2022
School of Magical Animals 2,19724705.0,45860.0,0.002,19678845.0,0.998,2022
After Ever Happy,19238073.0,1072750.0,0.055999999999999994,18165323.0,0.9440000000000001,2022
Simone: Woman of the Century,19167164.0,0.0,0.0,19167164.0,1.0,2022
Beast,18911959.0,0.0,0.0,18911959.0,1.0,2022
Broker,18851416.0,1046899.0,0.055999999999999994,17804517.0,0.9440000000000001,2022
Godfather,18737287.0,0.0,0.0,18737287.0,1.0,2022
November,18554715.0,0.0,0.0,18554715.0,1.0,2022
Bhool Bhulaiyaa 2,18307258.0,0.0,0.0,18307258.0,1.0,2022
Fragments of the Last Will,17954691.0,0.0,0.0,17954691.0,1.0,2022
The Quintessential Quintuplets Movie,17506171.0,502000.0,0.028999999999999998,17004171.0,0.971,2022
Fall,17363261.0,7240521.0,0.41700000000000004,10122740.0,0.583,2022
Even If This Love Disappears from the World Tonight,16848229.0,0.0,0.0,16848229.0,1.0,2022
Wunderschön,16719291.0,0.0,0.0,16719291.0,1.0,2022
Father There Is Only One 3,16401315.0,0.0,0.0,16401315.0,1.0,2022
Dr. Coto's Clinic,16062841.0,0.0,0.0,16062841.0,1.0,2022
Radhe Shyam,15954804.0,1860000.0,0.11699999999999999,14094804.0,0.883,2022
Blacklight,15902207.0,9591094.0,0.603,6311113.0,0.397,2022
Operation Mincemeat,15710164.0,0.0,0.0,15710164.0,1.0,2022
Maison de retraite,15570823.0,0.0,0.0,15570823.0,1.0,2022
"Utapri Movie 2, Uta No Prince0Sama Maji Love Starish Tours Movie",15569229.0,0.0,0.0,15569229.0,1.0,2022
Bheemla Nayak,15243922.0,0.0,0.0,15243922.0,1.0,2022
Bones and All,15234907.0,7834907.0,0.514,7400000.0,0.486,2022
Terrifier 2,15065239.0,10640105.0,0.706,4425134.0,0.294,2022
Firestarter,15039250.0,9739250.0,0.648,5300000.0,0.35200000000000004,2022
The Wolf of Wall Street 2022 Re0release,15038738.0,0.0,0.0,14877539.0,0.9890000000000001,2022
Bros,14781867.0,11628165.0,0.787,3153702.0,0.213,2022
Superwho?,14770359.0,0.0,0.0,14770359.0,1.0,2022
X,14740889.0,11765309.0,0.7979999999999999,2975580.0,0.20199999999999999,2022
The Chosen Season 3: Episode 1 & 2,14679613.0,14612089.0,0.995,67524.0,0.005,2022
The Duke,14233027.0,1526970.0,0.107,12700247.0,0.892,2022
Sarkaru Vaari Paata,14199018.0,0.0,0.0,14199018.0,1.0,2022
She Said,13944212.0,5825995.0,0.418,8118217.0,0.5820000000000001,2022
The Legend of Maula Jatt,13941539.0,5016493.0,0.36,8925046.0,0.64,2022
Bodies Bodies Bodies,13929670.0,11446602.0,0.8220000000000001,2483068.0,0.17800000000000002,2022
Glass Onion,13280000.0,13280000.0,1.0,0.0,0.0,2022
Valimai,13276393.0,0.0,0.0,13276393.0,1.0,2022
Memory,13240559.0,7329043.0,0.5539999999999999,5911516.0,0.446,2022
Moonage Daydream,13095781.0,4218925.0,0.322,8876856.0,0.6779999999999999,2022
Easter Sunday,13074255.0,13013690.0,0.995,60565.0,0.005,2022
Living,12377310.0,3038113.0,0.245,9339197.0,0.755,2022
Guglhupfgeschwader,12307072.0,0.0,0.0,12307072.0,1.0,2022
Alienoid,12109608.0,168309.0,0.013999999999999999,11941299.0,0.986,2022
Laal Singh Chaddha,12093536.0,3401324.0,0.281,8692212.0,0.7190000000000001,2022
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11628645.0,1588491.0,0.13699999999999998,10040154.0,0.863,2022
Till,11498884.0,9000202.0,0.7829999999999999,2498682.0,0.217,2022
Jug Jugg Jeeyo,11467726.0,1033000.0,0.09,10434726.0,0.91,2022
Empire of Light,11395604.0,1177577.0,0.10300000000000001,10218027.0,0.897,2022
The Eight Mountains,11374298.0,302456.0,0.027000000000000003,11071842.0,0.973,2022
Bergen,11325405.0,0.0,0.0,11325405.0,1.0,2022
Rise,11252331.0,0.0,0.0,11252331.0,1.0,2022
Men,11152071.0,7587853.0,0.68,3564218.0,0.32,2022
Chickenhare and the Hamster of Darkness,10885116.0,0.0,0.0,10885116.0,1.0,2022
Warriors of Future,10490328.0,0.0,0.0,10490328.0,1.0,2022
Land of Legends,10357479.0,0.0,0.0,10357479.0,1.0,2022
The Pirates: The Last Royal Treasure,10258331.0,0.0,0.0,10258331.0,1.0,2022
Vaillante,10143170.0,0.0,0.0,10143170.0,1.0,2022
Table for Six,10138355.0,0.0,0.0,10138355.0,1.0,2022
The Beasts,10067896.0,46105.0,0.005,10021791.0,0.995,2022
Smack Dab Kakha,9995945.0,0.0,0.0,9995945.0,1.0,2022
F3: Fun and Frustration,9849193.0,1195000.0,0.121,8654193.0,0.879,2022
Pearl,9847490.0,9423445.0,0.9570000000000001,424045.0,0.043,2022
"Good Luck to You, Leo Grande",9795364.0,0.0,0.0,9795364.0,1.0,2022
Rheingold,9701747.0,0.0,0.0,9701747.0,1.0,2022
Spider0Man: No Way Home 2022 Re0release,9613518.0,9321593.0,0.97,291925.0,0.03,2022
Redeeming Love,9464198.0,9214020.0,0.9740000000000001,250178.0,0.026000000000000002,2022
Women Talking,9276103.0,5456531.0,0.588,3819572.0,0.41200000000000003,2022
Sword Art Online the Movie: Progressive 0 Scherzo of Deep Night,9071701.0,0.0,0.0,9071701.0,1.0,2022
Samrat Prithviraj,8568339.0,0.0,0.0,8568339.0,1.0,2022
Aftersun,8477235.0,1658790.0,0.196,6818445.0,0.804,2022
Life Is Beautiful,8458639.0,0.0,0.0,8458639.0,1.0,2022
Yolki 9,8385030.0,0.0,0.0,8385030.0,1.0,2022
Don,8287406.0,0.0,0.0,8287406.0,1.0,2022
Shotgun Wedding,8277788.0,0.0,0.0,8277788.0,1.0,2022
Vikram Vedha,8234166.0,1589362.0,0.193,6644804.0,0.807,2022
Re/Member,8166175.0,0.0,0.0,8166175.0,1.0,2022
Rabbit Academy: Mission Eggpossible,8119534.0,0.0,0.0,8119534.0,1.0,2022
Acharya,8048175.0,832000.0,0.10300000000000001,7216175.0,0.897,2022
Il grande giorno,8021940.0,0.0,0.0,8021940.0,1.0,2022
The Tatta's,8000956.0,0.0,0.0,8000956.0,1.0,2022
Ducobu 4 President,7858171.0,0.0,0.0,7858171.0,1.0,2022
Finnick,7591889.0,0.0,0.0,7591889.0,1.0,2022
Phases of the Moon,7564756.0,0.0,0.0,7564756.0,1.0,2022
777 Charlie,7523995.0,0.0,0.0,7523995.0,1.0,2022
Bachchhan Paandey,7387882.0,0.0,0.0,7387882.0,1.0,2022
Lesson in Murder,7348964.0,0.0,0.0,7348964.0,1.0,2022
Family Affairs,7330755.0,0.0,0.0,7330755.0,1.0,2022
Listy do M. 5,7328061.0,0.0,0.0,7328061.0,1.0,2022
Laid0Back Camp Movie,7317913.0,0.0,0.0,7317913.0,1.0,2022
Osomatsusan the Movie 2022 Re0release,7297522.0,0.0,0.0,7297522.0,1.0,2022
The New Toy,7295051.0,0.0,0.0,7295051.0,1.0,2022
Decibel,7212471.0,60579.0,0.008,7151892.0,0.992,2022
The Kids Are Alright 2,7187470.0,0.0,0.0,7187470.0,1.0,2022
Barbie,1445638421.0,636238421.0,0.44,809400000.0,0.56,2023
The Super Mario Bros. Movie,1361992475.0,574934330.0,0.42200000000000004,787058145.0,0.578,2023
Oppenheimer,975440031.0,329862540.0,0.33799999999999997,645577491.0,0.662,2023
Guardians of the Galaxy Vol. 3,845555777.0,358995815.0,0.425,486559962.0,0.575,2023
Fast X,704875015.0,146126015.0,0.207,558749000.0,0.7929999999999999,2023
Spider0Man: Across the Spider0Verse,690615475.0,381311319.0,0.552,309304156.0,0.44799999999999995,2023
Wonka,632302312.0,218402312.0,0.345,413900000.0,0.655,2023
The Little Mermaid,569626289.0,298172056.0,0.523,271454233.0,0.47700000000000004,2023
Mission: Impossible 0 Dead Reckoning Part One,567535383.0,172135383.0,0.303,395400000.0,0.6970000000000001,2023
Elemental,496444308.0,154426697.0,0.311,342017611.0,0.6890000000000001,2023
Ant0Man and the Wasp: Quantumania,476071180.0,214504909.0,0.451,261566271.0,0.5489999999999999,2023
John Wick: Chapter 4,440157245.0,187131806.0,0.425,253025439.0,0.575,2023
Transformers: Rise of the Beasts,438966392.0,157066392.0,0.358,281900000.0,0.642,2023
Aquaman and the Lost Kingdom,434381226.0,124481226.0,0.287,309900000.0,0.713,2023
Meg 2: The Trench,397700317.0,82600317.0,0.20800000000000002,315100000.0,0.792,2023
Indiana Jones and the Dial of Destiny,383963057.0,174480468.0,0.45399999999999996,209482589.0,0.546,2023
The Hunger Games: The Ballad of Songbirds & Snakes,344357763.0,166350594.0,0.483,178007169.0,0.517,2023
Migration,299161774.0,127306285.0,0.426,171855489.0,0.574,2023
Five Nights at Freddy's,291493620.0,137275620.0,0.47100000000000003,154218000.0,0.529,2023
Creed III,276148615.0,156248615.0,0.5660000000000001,119900000.0,0.434,2023
The Flash,271333313.0,108133313.0,0.39899999999999997,163200000.0,0.601,2023
The Nun II,269467073.0,86267073.0,0.32,183200000.0,0.68,2023
Taylor Swift: The Eras Tour,261656269.0,180756269.0,0.691,80900000.0,0.309,2023
Wish,254997360.0,63973821.0,0.251,191023539.0,0.7490000000000001,2023
Sound of Freedom,250570396.0,184178046.0,0.735,66392350.0,0.265,2023
Napoleon,221394838.0,61524375.0,0.278,159870463.0,0.722,2023
Anyone But You,220213795.0,88319668.0,0.401,131894127.0,0.599,2023
Trolls Band Together,209367510.0,102996915.0,0.49200000000000005,106370595.0,0.508,2023
Dungeons & Dragons: Honor Among Thieves,208177026.0,93277026.0,0.44799999999999995,114900000.0,0.552,2023
The Marvels,206136825.0,84500223.0,0.41,121636602.0,0.59,2023
PAW Patrol: The Mighty Movie,202231360.0,65231360.0,0.32299999999999995,137000000.0,0.677,2023
The Equalizer 3,191067560.0,92373751.0,0.483,98693809.0,0.517,2023
Insidious: The Red Door,189086877.0,82156962.0,0.434,106929915.0,0.5660000000000001,2023
Teenage Mutant Ninja Turtles: Mutant Mayhem,180513586.0,118613586.0,0.657,61900000.0,0.34299999999999997,2023
The Boy and the Heron,173635417.0,46832867.0,0.27,126802550.0,0.73,2023
Scream VI,168961389.0,108161389.0,0.64,60800000.0,0.36,2023
Killers of the Flower Moon,157026901.0,68026901.0,0.433,89000000.0,0.5670000000000001,2023
Evil Dead Rise,147033054.0,67233054.0,0.457,79800000.0,0.5429999999999999,2023
The Exorcist: Believer,136284218.0,65537395.0,0.48100000000000004,70746823.0,0.519,2023
Shazam! Fury of the Gods,134038006.0,57638006.0,0.43,76400000.0,0.57,2023
Blue Beetle,130788072.0,72488072.0,0.5539999999999999,58300000.0,0.446,2023
A Haunting in Venice,122290456.0,42471412.0,0.34700000000000003,79819044.0,0.653,2023
Gran Turismo,122101055.0,44428554.0,0.364,77672501.0,0.636,2023
Poor Things,117625455.0,34553225.0,0.294,83072230.0,0.706,2023
Haunted Mansion,117449790.0,67653287.0,0.5760000000000001,49796503.0,0.424,2023
Godzilla Minus One,115857413.0,56418793.0,0.48700000000000004,59438620.0,0.513,2023
Pathaan,112583450.0,17487476.0,0.155,95095974.0,0.845,2023
Saw X,111823047.0,53607898.0,0.479,58215149.0,0.521,2023
Detective Conan: Black Iron Submarine,106771806.0,0.0,0.0,106771806.0,1.0,2023
The Creator,104272136.0,40774679.0,0.391,63497457.0,0.609,2023
12.12: The Day,97476565.0,0.0,0.0,97476565.0,1.0,2023
Animal,92870950.0,15004482.0,0.162,77866468.0,0.838,2023
Talk to Me,92181735.0,48299436.0,0.524,43882299.0,0.47600000000000003,2023
Air,90060106.0,52460106.0,0.583,37600000.0,0.41700000000000004,2023
Cocaine Bear,88314672.0,64670240.0,0.732,23644432.0,0.268,2023
No Hard Feelings,87256407.0,50452282.0,0.578,36804125.0,0.42200000000000004,2023
The Roundup: No Way Out,83410298.0,909411.0,0.011000000000000001,82500887.0,0.9890000000000001,2023
The Pope's Exorcist,76987621.0,20009380.0,0.26,56978241.0,0.74,2023
Plane,74515586.0,32111181.0,0.431,42404405.0,0.569,2023
Titanic 25 Year Anniversary,70157472.0,15033795.0,0.214,55123677.0,0.7859999999999999,2023
The Color Purple,67519191.0,60619191.0,0.898,6900000.0,0.102,2023
The Boogeyman,67307243.0,43244282.0,0.642,24062961.0,0.358,2023
65,60730568.0,32062904.0,0.528,28667664.0,0.47200000000000003,2023
Spy x Family Code: White,59629242.0,8110042.0,0.136,51519200.0,0.8640000000000001,2023
Magic Mike's Last Dance,57105156.0,26005156.0,0.455,31100000.0,0.545,2023
Demon Slayer: Kimetsu No Yaiba 0 To the Swordsmith Village,56319794.0,10117806.0,0.18,46201988.0,0.82,2023
One Life,56205538.0,5716885.0,0.102,50488653.0,0.898,2023
The Boys in the Boat,55501365.0,52641306.0,0.948,2860059.0,0.052000000000000005,2023
Knock at the Cabin,54760947.0,35397980.0,0.6459999999999999,19362967.0,0.354,2023
Mummies,54475970.0,4275970.0,0.078,50200000.0,0.922,2023
Jesus Revolution,54295801.0,52102987.0,0.96,2192814.0,0.04,2023
Asteroid City,53857743.0,28153025.0,0.523,25704718.0,0.47700000000000004,2023
The Zone of Interest,52582035.0,8659464.0,0.165,43922571.0,0.835,2023
Operation Fortune: Ruse de Guerre,48983306.0,6496125.0,0.133,42487181.0,0.867,2023
Missing,48767848.0,32502025.0,0.6659999999999999,16265823.0,0.33399999999999996,2023
There's Still Tomorrow,48489294.0,0.0,0.0,48489294.0,1.0,2023
Thanksgiving,46553280.0,31908884.0,0.685,14644396.0,0.315,2023
Asterix & Obelix: The Middle Kingdom,46497678.0,0.0,0.0,46497678.0,1.0,2023
Ruby Gillman: Teenage Kraken,45657745.0,15753600.0,0.345,29904145.0,0.655,2023
The Holdovers,45478184.0,20355375.0,0.44799999999999995,25122809.0,0.552,2023
The Iron Claw,45202541.0,35070296.0,0.7759999999999999,10132245.0,0.22399999999999998,2023
Son of a Rich 2,44718015.0,0.0,0.0,44718015.0,1.0,2023
Renaissance: A Film by Beyoncé,43989684.0,33889684.0,0.77,10100000.0,0.23,2023
Ferrari,43336670.0,18550028.0,0.428,24786642.0,0.5720000000000001,2023
Past Lives,42543213.0,11185625.0,0.263,31357588.0,0.737,2023
80 for Brady,40362938.0,39330588.0,0.9740000000000001,1032350.0,0.026000000000000002,2023
"Miraculous: Ladybug & Cat Noir, the Movie",40209224.0,0.0,0.0,40209224.0,1.0,2023
My Big Fat Greek Wedding 3,38831076.0,28496030.0,0.7340000000000001,10335046.0,0.266,2023
The Expendables 4,37917985.0,16710153.0,0.441,21207832.0,0.5589999999999999,2023
Doraemon the Movie: Nobita's Sky Utopia,37475850.0,0.0,0.0,37475850.0,1.0,2023
Smugglers,36851831.0,0.0,0.0,36851831.0,1.0,2023
Kingdom 3: The Flame of Destiny,36259522.0,0.0,0.0,36259522.0,1.0,2023
Ride On,36258730.0,128950.0,0.004,36129780.0,0.996,2023
Strays,36071267.0,23988885.0,0.665,12082382.0,0.335,2023
Anatomy of a Fall,35947604.0,5076369.0,0.141,30871235.0,0.8590000000000001,2023
The Bremen Town Musicians,34596570.0,0.0,0.0,34596570.0,1.0,2023
Noryang: Deadly Sea,34210966.0,315245.0,0.009000000000000001,33895721.0,0.991,2023
Alibi.com 2,34114308.0,0.0,0.0,34114308.0,1.0,2023
Priscilla,33111634.0,20960939.0,0.633,12150695.0,0.36700000000000005,2023
Don't Call it Mystery: The Movie,32488540.0,0.0,0.0,32488540.0,1.0,2023
The Three Musketeers 0 Part I: D'Artagnan,32375003.0,0.0,0.0,32375003.0,1.0,2023
Tokyo MER,30239900.0,0.0,0.0,30239900.0,1.0,2023
Concrete Utopia,30077348.0,0.0,0.0,30077348.0,1.0,2023
BTS: Yet to Come in Cinemas,29291883.0,8093270.0,0.276,21198613.0,0.7240000000000001,2023
Book Club: The Next Chapter,29014500.0,17581565.0,0.606,11432935.0,0.39399999999999996,2023
I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),28933626.0,0.0,0.0,28933626.0,1.0,2023
Jawan,28499044.0,15198530.0,0.5329999999999999,13300514.0,0.467,2023
The Wish of the Fairy Fish,28218581.0,0.0,0.0,28218581.0,1.0,2023
Toy Story 2023 Re0release,27503758.0,0.0,0.0,27503758.0,1.0,2023
Renfield,26493921.0,17297895.0,0.653,9196026.0,0.34700000000000003,2023
Perfect Days,25417760.0,3766668.0,0.14800000000000002,21651092.0,0.852,2023
Gravity 2023 Re0release (10th Anniversary),24981634.0,0.0,0.0,24981634.0,1.0,2023
Frozen 2023 Re0release (Sing 0A0Long),24395877.0,0.0,0.0,24395877.0,1.0,2023
Shin Jigen! Crayon Shin0chan the Movie,23655553.0,0.0,0.0,23655553.0,1.0,2023
The Challenge,23219519.0,0.0,0.0,23219519.0,1.0,2023
American Fiction,22483370.0,21098470.0,0.938,1384900.0,0.062,2023
Radical,21791709.0,8702731.0,0.39899999999999997,13088978.0,0.601,2023
The Last Voyage of the Demeter,21786275.0,13637180.0,0.626,8149095.0,0.374,2023
Guy Ritchie's the Covenant,21632392.0,16938039.0,0.7829999999999999,4694353.0,0.217,2023
"Are You There God? It's Me, Margaret.",21464043.0,20372406.0,0.9490000000000001,1091637.0,0.051,2023
IDOLiSH7 Movie: LIVE 4bit 0 BEYOND THE PERiOD,21112012.0,0.0,0.0,21112012.0,1.0,2023
Saltburn,21026167.0,11425829.0,0.5429999999999999,9600338.0,0.457,2023
Dumb Money,20703794.0,13925356.0,0.6729999999999999,6761614.0,0.327,2023
All of Us Strangers,20226058.0,4050103.0,0.2,16175955.0,0.8,2023
My Happy Marriage,19506407.0,0.0,0.0,19506407.0,1.0,2023
The House of No Man,19490980.0,0.0,0.0,19490980.0,1.0,2023
Champions,19159065.0,16397335.0,0.856,2761730.0,0.14400000000000002,2023
Retribution,18685751.0,6937696.0,0.371,11748055.0,0.629,2023
Next Goal Wins,18648802.0,6713826.0,0.36,11934976.0,0.64,2023
Love Reset,18425590.0,0.0,0.0,18425590.0,1.0,2023
The Blackening,18169453.0,17707207.0,0.975,462246.0,0.025,2023
About My Father,18167819.0,12089391.0,0.665,6078428.0,0.335,2023
The Birth of Kitaro: Mystery of GeGeGe,18136207.0,0.0,0.0,18136207.0,1.0,2023
Mavka: The Forest Song,17974964.0,0.0,0.0,17974964.0,1.0,2023
The Blind,17265487.0,17265487.0,1.0,0.0,0.0,2023
Tokyo Revengers 2: Bloody Halloween 0 Destiny,17216567.0,0.0,0.0,17216567.0,1.0,2023
